#name	permalink	crunchbase_url	homepage_url	blog_url	blog_feed_url	twitter_username	category_code	number_of_employees	founded_year	founded_month	founded_day	deadpooled_year	deadpooled_month	deadpooled_day	deadpooled_url	tag_list	alias_list	email_address	phone_number	description	updated_at	overview	total_money_raised
Ustream	ustream	http://www.crunchbase.com/company/ustream	http://www.ustream.tv	http://www.ustream.com/blog	http://www.ustream.com/blog/feed	USTREAM	games_video	250	2007	0	0	0	0	0		null	null			Live Social Video Community	null	<p>Ustream is the creator of the world’s most scalable and social platform for live video webcasting. Originally created to connect remote military servicemen to significant personal and cultural events, the company has evolved into a socially-fueled vehicle enabling anyone to reach global audiences and share experiences in real-time. Whether it’s a press conference, product launch, educational class, or an act of citizen journalism – Ustream’s Cloud Platform offers users high-quality streaming capabilities, deep social networking integration, and the scalability to reach millions of viewers concurrently. Our mission is to empower business and society to be more transparent and productive through the power of live video.</p><p>Founded in 2007, Ustream is a San Francisco-based company that has grown to more than 250 employees, with additional offices in Budapest, Tokyo, and Seoul. Company customers and partners include Dell, Discovery Communications, Georgetown University, Panasonic and Samsung.</p><p>Ustream is a privately-owned company. For more information on Ustream, visit Ustream.tv, Twitter.com/Ustream, or Facebook.com/Ustream.</p>	$60.1M
Ujogo	ujogo	http://www.crunchbase.com/company/ujogo	http://ujogo.com			ujogo	web	6	2007	7	1	2012	1	0		null	null				null	<p>Founded in 2006, Ujogo.com is a rewards-based free online games site. They&#8217;re trying to differentiate themselves from other free game sites by giving users points for time spent playing, which can later be redeemed for prizes.  Ujogo can afford to give away these prizes due to money made from ads shown during games.</p><p>Jul 19, 2007 was a big day for the San Francisco based site.  They announced the launch of their public beta, a round of Series A funding and the acquisition of game developer Gaming Everywhere.</p><p>It is unknown how long the site will be in public beta.  Ujogo still has a long way to go with only one game currently available and no way to redeem points yet.</p>	$0
